sl_no,date_of_encashment,party_name,party_acc_no,prefix,bond_no,denom,pay_branch_code,pay_teller
17406,2023-10-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,15673,"10,00,000",1,3490777
17407,2023-10-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,15681,"10,00,000",1,3490777
17408,2023-10-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,15679,"10,00,000",1,3490777
17409,2023-10-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,15671,"10,00,000",1,3490777
17410,2023-10-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,15663,"10,00,000",1,3490777
17411,2023-10-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,15675,"10,00,000",1,3490777
17412,2023-10-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,15685,"10,00,000",1,3490777
17413,2023-10-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,15667,"10,00,000",1,3490777
17414,2023-10-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,15665,"10,00,000",1,3490777
17415,2023-10-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,15683,"10,00,000",1,3490777
17416,2023-10-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,15687,"10,00,000",1,3490777
17417,2023-10-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,15669,"10,00,000",1,3490777
17418,2023-10-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,29716,"1,00,000",1,3490777
17419,2023-10-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,29710,"1,00,000",1,3490777
17420,2023-10-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,29712,"1,00,000",1,3490777
17421,2023-10-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,29718,"1,00,000",1,3490777
17422,2023-10-16,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,29714,"1,00,000",1,3490777
17423,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,16021,"1,00,00,000",847,6391354
17424,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,16039,"1,00,00,000",847,6391354
17425,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,16019,"1,00,00,000",847,6391354
17426,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,16035,"1,00,00,000",847,6391354
17427,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,16027,"1,00,00,000",847,6391354
17428,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,16031,"1,00,00,000",847,6391354
17429,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,16037,"1,00,00,000",847,6391354
17430,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,16033,"1,00,00,000",847,6391354
17431,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,16041,"1,00,00,000",847,6391354
17432,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,16029,"1,00,00,000",847,6391354
17433,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,16023,"1,00,00,000",847,6391354
17434,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,16025,"1,00,00,000",847,6391354
17435,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,16047,"1,00,00,000",847,6391354
17436,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,16043,"1,00,00,000",847,6391354
17437,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,16045,"1,00,00,000",847,6391354
17438,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,16569,"1,00,00,000",847,6391354
17439,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,16577,"1,00,00,000",847,6391354
17440,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,16565,"1,00,00,000",847,6391354
17441,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,16567,"1,00,00,000",847,6391354
17442,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,16573,"1,00,00,000",847,6391354
17443,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,16563,"1,00,00,000",847,6391354
17444,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,16571,"1,00,00,000",847,6391354
17445,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,16575,"1,00,00,000",847,6391354
17446,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,1457,"1,00,00,000",847,6391354
17447,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,1455,"1,00,00,000",847,6391354
17448,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,1459,"1,00,00,000",847,6391354
17449,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,1453,"1,00,00,000",847,6391354
17450,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,1463,"1,00,00,000",847,6391354
17451,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,1461,"1,00,00,000",847,6391354
17452,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,1469,"1,00,00,000",847,6391354
17453,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,1467,"1,00,00,000",847,6391354
17454,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,1465,"1,00,00,000",847,6391354
17455,2023-10-16,BHARAT RASHTRA SAMITHI,*******7477,OC,1471,"1,00,00,000",847,6391354
17456,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,12880,"1,00,00,000",691,8212066
17457,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,15936,"1,00,00,000",691,8212066
17458,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,15928,"1,00,00,000",691,8212066
17459,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,15932,"1,00,00,000",691,8212066
17460,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,15930,"1,00,00,000",691,8212066
17461,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,15934,"1,00,00,000",691,8212066
17462,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,15603,"1,00,00,000",691,8212066
17463,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,15947,"1,00,00,000",691,8212066
17464,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,15956,"1,00,00,000",691,8212066
17465,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,15162,"1,00,00,000",691,8212066
17466,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,14046,"1,00,00,000",691,8212066
17467,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,14042,"1,00,00,000",691,8212066
17468,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,14044,"1,00,00,000",691,8212066
17469,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,14066,"1,00,00,000",691,8212066
17470,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,14060,"1,00,00,000",691,8212066
17471,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,14072,"1,00,00,000",691,8212066
17472,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,14070,"1,00,00,000",691,8212066
17473,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,14094,"1,00,00,000",691,8212066
17474,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,14092,"1,00,00,000",691,8212066
17475,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,14082,"1,00,00,000",691,8212066
17476,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,14090,"1,00,00,000",691,8212066
17477,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,14074,"1,00,00,000",691,8212066
17478,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,14078,"1,00,00,000",691,8212066
17479,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,14062,"1,00,00,000",691,8212066
17480,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,14098,"1,00,00,000",691,8212066
17481,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,14084,"1,00,00,000",691,8212066
17482,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,14080,"1,00,00,000",691,8212066
17483,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,14076,"1,00,00,000",691,8212066
17484,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,14064,"1,00,00,000",691,8212066
17485,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,14096,"1,00,00,000",691,8212066
17486,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,14068,"1,00,00,000",691,8212066
17487,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,14091,"1,00,00,000",691,8212066
17488,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,14093,"1,00,00,000",691,8212066
17489,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,13396,"1,00,00,000",691,8212066
17490,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,13392,"1,00,00,000",691,8212066
17491,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,13390,"1,00,00,000",691,8212066
17492,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,13398,"1,00,00,000",691,8212066
17493,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,13394,"1,00,00,000",691,8212066
17494,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,3555,"1,00,00,000",691,8212066
17495,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,3553,"1,00,00,000",691,8212066
17496,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,13400,"1,00,00,000",691,8212066
17497,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,13334,"1,00,00,000",691,8212066
17498,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,13336,"1,00,00,000",691,8212066
17499,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,13328,"1,00,00,000",691,8212066
17500,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,13330,"1,00,00,000",691,8212066
17501,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,13332,"1,00,00,000",691,8212066
17502,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,13327,"1,00,00,000",691,8212066
17503,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,13329,"1,00,00,000",691,8212066
17504,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,13331,"1,00,00,000",691,8212066
17505,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,13326,"1,00,00,000",691,8212066
17506,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,16557,"1,00,00,000",691,8212066
17507,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,16559,"1,00,00,000",691,8212066
17508,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,16561,"1,00,00,000",691,8212066
17509,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,16593,"1,00,00,000",691,8212066
17510,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,16599,"1,00,00,000",691,8212066
17511,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,16591,"1,00,00,000",691,8212066
17512,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,16597,"1,00,00,000",691,8212066
17513,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,16587,"1,00,00,000",691,8212066
17514,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,16589,"1,00,00,000",691,8212066
17515,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,16585,"1,00,00,000",691,8212066
17516,2023-10-16,BHARATIYA JANATA PARTY,*******8244,OC,16595,"1,00,00,000",691,8212066
17517,2023-10-16,BHARATIYA JANATA PARTY,*******8244,TL,15642,"10,00,000",691,8212066
17518,2023-10-16,BHARATIYA JANATA PARTY,*******8244,TL,15638,"10,00,000",691,8212066
17519,2023-10-16,BHARATIYA JANATA PARTY,*******8244,TL,15634,"10,00,000",691,8212066
17520,2023-10-16,BHARATIYA JANATA PARTY,*******8244,TL,15650,"10,00,000",691,8212066
17521,2023-10-16,BHARATIYA JANATA PARTY,*******8244,TL,15648,"10,00,000",691,8212066
17522,2023-10-16,BHARATIYA JANATA PARTY,*******8244,TL,15636,"10,00,000",691,8212066
17523,2023-10-16,BHARATIYA JANATA PARTY,*******8244,TL,15646,"10,00,000",691,8212066
17524,2023-10-16,BHARATIYA JANATA PARTY,*******8244,TL,15644,"10,00,000",691,8212066
17525,2023-10-16,BHARATIYA JANATA PARTY,*******8244,TL,15301,"10,00,000",691,8212066
17526,2023-10-16,BHARATIYA JANATA PARTY,*******8244,TL,15640,"10,00,000",691,8212066
17527,2023-10-16,BHARATIYA JANATA PARTY,*******8244,TL,188,"10,00,000",691,8212066
17528,2023-10-16,BHARATIYA JANATA PARTY,*******8244,TL,193,"10,00,000",691,8212066
17529,2023-10-16,BHARATIYA JANATA PARTY,*******8244,TL,186,"10,00,000",691,8212066
17530,2023-10-16,BHARATIYA JANATA PARTY,*******8244,TL,191,"10,00,000",691,8212066
17531,2023-10-16,BHARATIYA JANATA PARTY,*******8244,TL,182,"10,00,000",691,8212066
17532,2023-10-16,BHARATIYA JANATA PARTY,*******8244,TL,14914,"10,00,000",691,8212066
17533,2023-10-16,BHARATIYA JANATA PARTY,*******8244,TL,14904,"10,00,000",691,8212066
17534,2023-10-16,BHARATIYA JANATA PARTY,*******8244,TL,14906,"10,00,000",691,8212066
17535,2023-10-16,BHARATIYA JANATA PARTY,*******8244,TL,14902,"10,00,000",691,8212066
17536,2023-10-16,BHARATIYA JANATA PARTY,*******8244,TL,14912,"10,00,000",691,8212066
17537,2023-10-16,BHARATIYA JANATA PARTY,*******8244,TL,14908,"10,00,000",691,8212066
17538,2023-10-16,BHARATIYA JANATA PARTY,*******8244,TL,14910,"10,00,000",691,8212066
17539,2023-10-16,BHARATIYA JANATA PARTY,*******8244,TL,14917,"10,00,000",691,8212066
17540,2023-10-16,BHARATIYA JANATA PARTY,*******8244,TL,14909,"10,00,000",691,8212066
17541,2023-10-16,BHARATIYA JANATA PARTY,*******8244,TL,14915,"10,00,000",691,8212066
17542,2023-10-16,BHARATIYA JANATA PARTY,*******8244,TL,14919,"10,00,000",691,8212066
17543,2023-10-16,BHARATIYA JANATA PARTY,*******8244,TL,14921,"10,00,000",691,8212066
17544,2023-10-16,BHARATIYA JANATA PARTY,*******8244,TL,14913,"10,00,000",691,8212066
