sl_no,date_of_encashment,party_name,party_acc_no,prefix,bond_no,denom,pay_branch_code,pay_teller
3577,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13093,"10,00,000",691,3300196
3578,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13097,"10,00,000",691,3300196
3579,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13091,"10,00,000",691,3300196
3580,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1657,"10,00,000",691,3300196
3581,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1641,"10,00,000",691,3300196
3582,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1653,"10,00,000",691,3300196
3583,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1655,"10,00,000",691,3300196
3584,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1650,"10,00,000",691,3300196
3585,2019-05-13,SHIVSENA,*******4444,TL,13111,"10,00,000",300,6479510
3586,2019-05-13,SHIVSENA,*******4444,TL,13109,"10,00,000",300,6479510
3587,2019-05-13,SHIVSENA,*******4444,TL,13113,"10,00,000",300,6479510
3588,2019-05-13,SHIVSENA,*******4444,TL,13107,"10,00,000",300,6479510
3589,2019-05-13,SHIVSENA,*******4444,TL,13115,"10,00,000",300,6479510
3590,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,6365,"1,00,00,000",1,3476510
3591,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,6370,"1,00,00,000",1,3476510
3592,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,6359,"1,00,00,000",1,3476510
3593,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,6371,"1,00,00,000",1,3476510
3594,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,6378,"1,00,00,000",1,3476510
3595,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,6377,"1,00,00,000",1,3476510
3596,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,6380,"1,00,00,000",1,3476510
3597,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,6379,"1,00,00,000",1,3476510
3598,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,6376,"1,00,00,000",1,3476510
3599,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,4698,"1,00,00,000",1,3476510
3600,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,4700,"1,00,00,000",1,3476510
3601,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7361,"1,00,00,000",1,3476510
3602,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,4682,"1,00,00,000",1,3476510
3603,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7364,"1,00,00,000",1,3476510
3604,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7368,"1,00,00,000",1,3476510
3605,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7370,"1,00,00,000",1,3476510
3606,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7362,"1,00,00,000",1,3476510
3607,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7367,"1,00,00,000",1,3476510
3608,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7366,"1,00,00,000",1,3476510
3609,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7363,"1,00,00,000",1,3476510
3610,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7369,"1,00,00,000",1,3476510
3611,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7371,"1,00,00,000",1,3476510
3612,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7365,"1,00,00,000",1,3476510
3613,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7811,"1,00,00,000",1,3476510
3614,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11527,"10,00,000",1,3476510
3615,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11531,"10,00,000",1,3476510
3616,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11526,"10,00,000",1,3476510
3617,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11523,"10,00,000",1,3476510
3618,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11530,"10,00,000",1,3476510
3619,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11524,"10,00,000",1,3476510
3620,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11532,"10,00,000",1,3476510
3621,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11517,"10,00,000",1,3476510
3622,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11529,"10,00,000",1,3476510
3623,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,11525,"10,00,000",1,3476510
3624,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12504,"10,00,000",1,3476510
3625,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12503,"10,00,000",1,3476510
3626,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12501,"10,00,000",1,3476510
3627,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12509,"10,00,000",1,3476510
3628,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12510,"10,00,000",1,3476510
3629,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12508,"10,00,000",1,3476510
3630,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12511,"10,00,000",1,3476510
3631,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12502,"10,00,000",1,3476510
3632,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12507,"10,00,000",1,3476510
3633,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12505,"10,00,000",1,3476510
3634,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12543,"10,00,000",1,3476510
3635,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12540,"10,00,000",1,3476510
3636,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12544,"10,00,000",1,3476510
3637,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12538,"10,00,000",1,3476510
3638,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12546,"10,00,000",1,3476510
3639,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12545,"10,00,000",1,3476510
3640,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12539,"10,00,000",1,3476510
3641,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12537,"10,00,000",1,3476510
3642,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12542,"10,00,000",1,3476510
3643,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12536,"10,00,000",1,3476510
3644,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12593,"10,00,000",1,3476510
3645,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12596,"10,00,000",1,3476510
3646,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12595,"10,00,000",1,3476510
3647,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12589,"10,00,000",1,3476510
3648,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12590,"10,00,000",1,3476510
3649,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12591,"10,00,000",1,3476510
3650,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12592,"10,00,000",1,3476510
3651,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12587,"10,00,000",1,3476510
3652,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,12594,"10,00,000",1,3476510
3653,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,1143,"1,00,000",1,3476510
3654,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,1140,"1,00,000",1,3476510
3655,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,1142,"1,00,000",1,3476510
3656,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,1141,"1,00,000",1,3476510
3657,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,1137,"1,00,000",1,3476510
3658,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TT,9606,"10,000",1,3476510
3659,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TT,9605,"10,000",1,3476510
3660,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TT,9603,"10,000",1,3476510
3661,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,TT,9604,"10,000",1,3476510
3662,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OT,5017,"1,000",1,3476510
3663,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OT,5019,"1,000",1,3476510
3664,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OT,5020,"1,000",1,3476510
3665,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OT,5014,"1,000",1,3476510
3666,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OT,5016,"1,000",1,3476510
3667,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,*******0688,OT,5018,"1,000",1,3476510
3668,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7502,"1,00,00,000",691,3300196
3669,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7300,"1,00,00,000",691,3300196
3670,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7504,"1,00,00,000",691,3300196
3671,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7508,"1,00,00,000",691,3300196
3672,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7506,"1,00,00,000",691,3300196
3673,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7512,"1,00,00,000",691,3300196
3674,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7514,"1,00,00,000",691,3300196
3675,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7516,"1,00,00,000",691,3300196
3676,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7510,"1,00,00,000",691,3300196
3677,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7547,"1,00,00,000",691,3300196
3678,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7555,"1,00,00,000",691,3300196
3679,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7553,"1,00,00,000",691,3300196
3680,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7551,"1,00,00,000",691,3300196
3681,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7549,"1,00,00,000",691,3300196
3682,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7554,"1,00,00,000",691,3300196
3683,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7552,"1,00,00,000",691,3300196
3684,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7545,"1,00,00,000",691,3300196
3685,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7540,"1,00,00,000",691,3300196
3686,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7538,"1,00,00,000",691,3300196
3687,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7550,"1,00,00,000",691,3300196
3688,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7546,"1,00,00,000",691,3300196
3689,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7542,"1,00,00,000",691,3300196
3690,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7544,"1,00,00,000",691,3300196
3691,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7548,"1,00,00,000",691,3300196
3692,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7535,"1,00,00,000",691,3300196
3693,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7539,"1,00,00,000",691,3300196
3694,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7533,"1,00,00,000",691,3300196
3695,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7543,"1,00,00,000",691,3300196
3696,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7537,"1,00,00,000",691,3300196
3697,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7525,"1,00,00,000",691,3300196
3698,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7541,"1,00,00,000",691,3300196
3699,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7529,"1,00,00,000",691,3300196
3700,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7527,"1,00,00,000",691,3300196
3701,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7531,"1,00,00,000",691,3300196
3702,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7532,"1,00,00,000",691,3300196
3703,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7536,"1,00,00,000",691,3300196
3704,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7530,"1,00,00,000",691,3300196
3705,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7524,"1,00,00,000",691,3300196
3706,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7526,"1,00,00,000",691,3300196
3707,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7528,"1,00,00,000",691,3300196
3708,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7518,"1,00,00,000",691,3300196
3709,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7534,"1,00,00,000",691,3300196
3710,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7520,"1,00,00,000",691,3300196
3711,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7522,"1,00,00,000",691,3300196
3712,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7519,"1,00,00,000",691,3300196
3713,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7515,"1,00,00,000",691,3300196
3714,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7521,"1,00,00,000",691,3300196
3715,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7517,"1,00,00,000",691,3300196
3716,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7523,"1,00,00,000",691,3300196
3717,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7574,"1,00,00,000",691,3300196
3718,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7568,"1,00,00,000",691,3300196
3719,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7564,"1,00,00,000",691,3300196
3720,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7562,"1,00,00,000",691,3300196
3721,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7560,"1,00,00,000",691,3300196
3722,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7570,"1,00,00,000",691,3300196
3723,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7556,"1,00,00,000",691,3300196
3724,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7558,"1,00,00,000",691,3300196
3725,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7572,"1,00,00,000",691,3300196
3726,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7566,"1,00,00,000",691,3300196
3727,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7576,"1,00,00,000",691,3300196
3728,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6506,"1,00,00,000",691,3300196
3729,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6485,"1,00,00,000",691,3300196
3730,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7864,"1,00,00,000",691,3300196
3731,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7823,"1,00,00,000",691,3300196
3732,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7855,"1,00,00,000",691,3300196
3733,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7854,"1,00,00,000",691,3300196
3734,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7908,"1,00,00,000",691,3300196
3735,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7830,"1,00,00,000",691,3300196
3736,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7835,"1,00,00,000",691,3300196
3737,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7863,"1,00,00,000",691,3300196
3738,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7890,"1,00,00,000",691,3300196
3739,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7858,"1,00,00,000",691,3300196
3740,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7868,"1,00,00,000",691,3300196
3741,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7878,"1,00,00,000",691,3300196
3742,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7839,"1,00,00,000",691,3300196
3743,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7895,"1,00,00,000",691,3300196
3744,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7862,"1,00,00,000",691,3300196
3745,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7836,"1,00,00,000",691,3300196
3746,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7887,"1,00,00,000",691,3300196
3747,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7906,"1,00,00,000",691,3300196
3748,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7845,"1,00,00,000",691,3300196
3749,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7851,"1,00,00,000",691,3300196
3750,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7853,"1,00,00,000",691,3300196
3751,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7883,"1,00,00,000",691,3300196
3752,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7833,"1,00,00,000",691,3300196
3753,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7882,"1,00,00,000",691,3300196
3754,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7869,"1,00,00,000",691,3300196
3755,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7909,"1,00,00,000",691,3300196
3756,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7832,"1,00,00,000",691,3300196
3757,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7843,"1,00,00,000",691,3300196
3758,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7907,"1,00,00,000",691,3300196
3759,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7838,"1,00,00,000",691,3300196
3760,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7905,"1,00,00,000",691,3300196
3761,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7840,"1,00,00,000",691,3300196
3762,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7880,"1,00,00,000",691,3300196
3763,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7826,"1,00,00,000",691,3300196
3764,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7884,"1,00,00,000",691,3300196
3765,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7885,"1,00,00,000",691,3300196
3766,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7893,"1,00,00,000",691,3300196
3767,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7831,"1,00,00,000",691,3300196
3768,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7846,"1,00,00,000",691,3300196
3769,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7860,"1,00,00,000",691,3300196
3770,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7852,"1,00,00,000",691,3300196
3771,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7904,"1,00,00,000",691,3300196
3772,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7866,"1,00,00,000",691,3300196
3773,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7889,"1,00,00,000",691,3300196
3774,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7876,"1,00,00,000",691,3300196
3775,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7903,"1,00,00,000",691,3300196
3776,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7824,"1,00,00,000",691,3300196
3777,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7891,"1,00,00,000",691,3300196
3778,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7870,"1,00,00,000",691,3300196
3779,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7879,"1,00,00,000",691,3300196
3780,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7834,"1,00,00,000",691,3300196
3781,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7856,"1,00,00,000",691,3300196
3782,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7865,"1,00,00,000",691,3300196
3783,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7829,"1,00,00,000",691,3300196
3784,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7844,"1,00,00,000",691,3300196
3785,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7888,"1,00,00,000",691,3300196
3786,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7901,"1,00,00,000",691,3300196
3787,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7894,"1,00,00,000",691,3300196
3788,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7841,"1,00,00,000",691,3300196
3789,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7867,"1,00,00,000",691,3300196
3790,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7857,"1,00,00,000",691,3300196
3791,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7877,"1,00,00,000",691,3300196
3792,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7881,"1,00,00,000",691,3300196
3793,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7902,"1,00,00,000",691,3300196
3794,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7871,"1,00,00,000",691,3300196
3795,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7828,"1,00,00,000",691,3300196
3796,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7825,"1,00,00,000",691,3300196
3797,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7892,"1,00,00,000",691,3300196
3798,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7847,"1,00,00,000",691,3300196
3799,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7827,"1,00,00,000",691,3300196
3800,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7837,"1,00,00,000",691,3300196
3801,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7842,"1,00,00,000",691,3300196
3802,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7859,"1,00,00,000",691,3300196
3803,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7896,"1,00,00,000",691,3300196
3804,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7585,"1,00,00,000",691,3300196
3805,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7579,"1,00,00,000",691,3300196
3806,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7581,"1,00,00,000",691,3300196
3807,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7571,"1,00,00,000",691,3300196
3808,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7575,"1,00,00,000",691,3300196
3809,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7589,"1,00,00,000",691,3300196
3810,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7577,"1,00,00,000",691,3300196
3811,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7573,"1,00,00,000",691,3300196
3812,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7583,"1,00,00,000",691,3300196
3813,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7587,"1,00,00,000",691,3300196
3814,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7597,"1,00,00,000",691,3300196
3815,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7599,"1,00,00,000",691,3300196
3816,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7607,"1,00,00,000",691,3300196
3817,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7601,"1,00,00,000",691,3300196
3818,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7603,"1,00,00,000",691,3300196
3819,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7591,"1,00,00,000",691,3300196
3820,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7593,"1,00,00,000",691,3300196
3821,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7605,"1,00,00,000",691,3300196
3822,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7595,"1,00,00,000",691,3300196
3823,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7609,"1,00,00,000",691,3300196
3824,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7608,"1,00,00,000",691,3300196
3825,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7604,"1,00,00,000",691,3300196
3826,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7626,"1,00,00,000",691,3300196
3827,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7618,"1,00,00,000",691,3300196
3828,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7622,"1,00,00,000",691,3300196
3829,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7602,"1,00,00,000",691,3300196
3830,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7634,"1,00,00,000",691,3300196
3831,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7612,"1,00,00,000",691,3300196
3832,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7620,"1,00,00,000",691,3300196
3833,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7598,"1,00,00,000",691,3300196
3834,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7616,"1,00,00,000",691,3300196
3835,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7628,"1,00,00,000",691,3300196
3836,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7606,"1,00,00,000",691,3300196
